                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.65152,                0.69494,                 1.1723,                0.86026,                0.64221,                 0.6717,                0.59468,                 0.4751,                0.64221,                 0.6717,                0.59493,                0.49501,                0.78185,                0.97802,                 1.6872,                0.93764,              0.0008812,              0.0008812,              0.0008812
                     14,                0.64005,                0.68225,                 1.1293,                   0.85,                0.61386,                0.67821,                0.56683,                0.46852,                0.61386,                0.67821,                0.56683,                0.46809,                0.65746,                0.97799,                 1.6412,                 0.9247,              0.0008713,              0.0008713,              0.0008713
                     15,                0.65802,                 0.6697,                 1.0707,                0.85865,                0.53421,                0.60042,                0.51633,                 0.4276,                0.53421,                0.60042,                0.51688,                 0.4368,                0.71182,                0.93144,                 1.9525,                0.94681,              0.0008614,              0.0008614,              0.0008614
                     16,                0.60996,                0.67788,                 1.0362,                 0.8609,                0.56811,                 0.6365,                0.60485,                0.50318,                0.56811,                 0.6365,                0.60537,                0.50894,                0.70241,                 0.9544,                 1.9937,                0.95769,              0.0008515,              0.0008515,              0.0008515
                     17,                0.61354,                0.66617,                0.98147,                0.84392,                0.52091,                0.72793,                0.67442,                0.55997,                0.52091,                0.72793,                0.67467,                0.56501,                 0.6829,                 0.9072,                 1.8472,                0.98866,              0.0008416,              0.0008416,              0.0008416
                     18,                 0.6124,                0.64125,                0.99095,                0.86063,                0.57271,                0.75128,                 0.6837,                0.56249,                0.57271,                0.75128,                0.68339,                0.57516,                0.69515,                0.92021,                 1.5349,                0.96336,              0.0008317,              0.0008317,              0.0008317
                     19,                0.60843,                0.66365,                0.95909,                0.84781,                0.60003,                0.76437,                0.66945,                0.56688,                0.60003,                0.76437,                0.66945,                0.55458,                0.64047,                0.98145,                 1.5263,                0.92806,              0.0008218,              0.0008218,              0.0008218
                     20,                0.61075,                0.65017,                0.96932,                0.85274,                0.61853,                0.71919,                0.66238,                0.55943,                0.61853,                0.71919,                0.66238,                0.55256,                0.63067,                  0.947,                 1.5571,                0.91927,              0.0008119,              0.0008119,              0.0008119
                     21,                0.61384,                0.67163,                0.90149,                0.85183,                0.59118,                 0.7043,                0.67514,                0.57367,                0.59118,                 0.7043,                0.67493,                0.55812,                0.63266,                 1.0041,                 1.7164,                0.93153,               0.000802,               0.000802,               0.000802
                     22,                0.59378,                 0.6513,                0.88636,                 0.8601,                0.67929,                0.73978,                0.76498,                 0.6374,                0.67929,                0.73978,                0.76625,                0.64736,                0.63863,                0.92933,                 1.3825,                0.94144,              0.0007921,              0.0007921,              0.0007921
                     23,                0.56774,                0.60403,                0.84026,                0.84308,                0.69083,                 0.7339,                0.75408,                0.62458,                0.69083,                 0.7339,                0.75408,                0.62589,                0.61931,                0.92817,                 1.1902,                0.92502,              0.0007822,              0.0007822,              0.0007822
                     24,                  0.601,                0.63575,                0.84493,                0.84903,                0.61891,                0.71101,                0.68731,                0.57546,                0.61891,                0.71101,                0.68731,                0.57063,                0.65767,                 1.0245,                 1.5643,                0.94264,              0.0007723,              0.0007723,              0.0007723
                     25,                0.59213,                0.64267,                0.81026,                0.85407,                0.50013,                0.69143,                0.63227,                0.53963,                0.50013,                0.69143,                0.63346,                0.52811,                0.61015,                 1.0045,                 1.7025,                0.89571,              0.0007624,              0.0007624,              0.0007624
                     26,                0.57208,                0.63373,                0.83573,                0.85562,                0.59815,                0.71458,                0.69766,                0.58508,                0.59815,                0.71458,                0.69766,                0.59288,                0.63284,                 0.9137,                 1.5438,                0.89081,              0.0007525,              0.0007525,              0.0007525
                     27,                0.57551,                0.64891,                0.82712,                0.84819,                0.66708,                0.76917,                0.73372,                0.61671,                0.66708,                0.76917,                0.73373,                0.61808,                0.64164,                  0.867,                 1.3158,                0.91541,              0.0007426,              0.0007426,              0.0007426
                     28,                0.56557,                0.61093,                 0.7764,                0.84922,                0.66666,                0.76308,                0.77197,                0.65305,                0.66666,                0.76308,                0.77203,                0.65571,                0.63296,                0.85874,                 1.2765,                0.93651,              0.0007327,              0.0007327,              0.0007327
                     29,                 0.5509,                0.62297,                0.74986,                0.84107,                0.60866,                 0.6905,                0.74248,                0.64032,                0.60866,                 0.6905,                0.74266,                0.62884,                0.60245,                 0.8878,                 1.4489,                0.92429,              0.0007228,              0.0007228,              0.0007228
                     30,                 0.5415,                0.62284,                0.73104,                0.83892,                0.60834,                0.62247,                0.69386,                0.59046,                0.60834,                0.62247,                0.69401,                0.59458,                0.62061,                0.89387,                 1.6199,                0.92247,              0.0007129,              0.0007129,              0.0007129
                     31,                0.54558,                0.59679,                0.72822,                0.83368,                0.64577,                0.62434,                0.65655,                0.55765,                0.64577,                0.62434,                0.65655,                0.55246,                 0.6212,                0.90113,                 1.5917,                0.92064,               0.000703,               0.000703,               0.000703
                     32,                0.54985,                0.61425,                0.68256,                0.83857,                0.68119,                0.66113,                0.67476,                0.56753,                0.68119,                0.66113,                0.67476,                 0.5738,                0.62556,                0.86962,                 1.5294,                0.93036,              0.0006931,              0.0006931,              0.0006931
                     33,                0.54057,                0.59934,                0.68105,                0.83884,                0.67839,                0.71718,                0.70442,                0.60128,                0.67839,                0.71718,                0.70442,                0.59723,                0.58702,                0.87067,                 1.5332,                0.92746,              0.0006832,              0.0006832,              0.0006832
                     34,                0.53723,                0.57465,                0.69759,                 0.8373,                0.69727,                0.69213,                0.69023,                0.59027,                0.69727,                0.69213,                0.69028,                0.59106,                0.61373,                   0.92,                 1.6183,                0.92077,              0.0006733,              0.0006733,              0.0006733
                     35,                 0.5529,                0.58751,                0.69305,                0.84312,                0.74428,                0.71234,                0.74187,                0.63828,                0.74428,                0.71234,                0.74187,                0.63374,                0.59337,                0.91106,                  1.414,                0.91539,              0.0006634,              0.0006634,              0.0006634
                     36,                0.56802,                0.60394,                 0.7027,                0.84442,                0.69099,                0.74255,                0.71893,                0.61371,                0.69099,                0.74255,                0.71893,                0.61429,                 0.6023,                0.88562,                 1.3403,                0.90737,              0.0006535,              0.0006535,              0.0006535
                     37,                0.53579,                0.59218,                0.64782,                0.83365,                0.74912,                0.75351,                0.78536,                0.68273,                0.74912,                0.75351,                0.78536,                0.66724,                0.58216,                0.90406,                  1.181,                0.90394,              0.0006436,              0.0006436,              0.0006436
                     38,                0.54346,                0.62319,                0.66334,                0.83943,                0.68191,                0.77375,                0.79437,                0.68693,                0.68191,                0.77375,                0.79439,                 0.6783,                0.58354,                 0.8933,                 1.2147,                0.90951,              0.0006337,              0.0006337,              0.0006337
                     39,                0.50935,                0.58898,                0.62608,                0.83906,                0.73241,                0.74169,                 0.7816,                0.67884,                0.73241,                0.74169,                0.78162,                0.66049,                0.57122,                0.90041,                 1.2448,                0.90491,              0.0006238,              0.0006238,              0.0006238
                     40,                0.50156,                0.54974,                0.60958,                0.83282,                0.70982,                0.72809,                 0.7653,                0.65669,                0.70982,                0.72809,                 0.7653,                0.66327,                 0.6038,                0.87604,                 1.3524,                0.90973,              0.0006139,              0.0006139,              0.0006139
                     41,                0.50496,                0.56111,                   0.63,                0.82472,                0.73974,                0.70053,                0.78413,                0.67467,                0.73974,                0.70053,                0.78446,                0.67395,                0.58057,                 0.8608,                 1.3823,                0.90291,               0.000604,               0.000604,               0.000604
                     42,                0.50586,                0.59407,                0.60958,                0.83487,                0.71955,                0.74794,                0.79795,                0.69118,                0.71955,                0.74794,                0.79817,                0.67692,                0.56944,                0.89414,                 1.2927,                0.89897,              0.0005941,              0.0005941,              0.0005941
                     43,                0.50684,                 0.5956,                0.62829,                 0.8263,                0.71362,                0.71254,                0.74911,                0.64676,                0.71362,                0.71254,                0.74919,                0.64632,                0.57679,                0.85049,                 1.3616,                0.88871,              0.0005842,              0.0005842,              0.0005842
                     44,                0.49494,                0.57665,                0.62336,                 0.8318,                0.73159,                0.71132,                0.76584,                0.65806,                0.73159,                0.71132,                0.76595,                0.66174,                0.56819,                0.86236,                 1.3413,                0.89544,              0.0005743,              0.0005743,              0.0005743
                     45,                0.49131,                0.57644,                0.63332,                  0.828,                0.71269,                0.66807,                0.74838,                 0.6448,                0.71269,                0.66807,                0.74846,                0.63796,                 0.5873,                0.91202,                 1.5412,                0.91481,              0.0005644,              0.0005644,              0.0005644
                     46,                0.48757,                0.58159,                 0.6118,                0.82957,                 0.7335,                0.67121,                0.69973,                0.60498,                 0.7335,                0.67121,                0.69973,                0.59658,                0.58813,                0.91287,                 1.4772,                 0.9019,              0.0005545,              0.0005545,              0.0005545
                     47,                0.49606,                0.56746,                0.58771,                 0.8257,                0.71076,                 0.7532,                0.72762,                0.62655,                0.71076,                 0.7532,                 0.7277,                0.62688,                0.58345,                0.85479,                  1.403,                0.89601,              0.0005446,              0.0005446,              0.0005446
                     48,                0.48289,                0.56769,                0.57344,                0.82209,                0.72511,                0.83318,                0.80086,                0.68661,                0.72511,                0.83318,                0.80096,                0.68562,                0.56892,                0.86928,                 1.0798,                0.89021,              0.0005347,              0.0005347,              0.0005347
                     49,                0.47234,                0.51774,                0.55227,                0.81971,                0.71707,                0.83999,                0.83214,                0.72012,                0.71707,                0.83999,                0.83224,                0.71433,                0.56387,                0.86643,                 1.0082,                0.90058,              0.0005248,              0.0005248,              0.0005248
                     50,                0.48238,                0.57369,                0.57486,                0.82645,                0.69987,                0.78029,                0.79288,                0.68204,                0.69987,                0.78029,                0.79288,                0.68062,                0.59166,                0.87475,                 1.2068,                0.90415,              0.0005149,              0.0005149,              0.0005149
                     51,                0.48292,                0.57226,                0.58245,                0.82457,                 0.7274,                0.65363,                0.73616,                0.63154,                 0.7274,                0.65363,                0.73623,                0.62857,                0.59094,                0.92381,                 1.5105,                0.90367,               0.000505,               0.000505,               0.000505
                     52,                0.49106,                0.56811,                0.56433,                0.83252,                0.71023,                0.62409,                0.71435,                0.61702,                0.71023,                0.62409,                 0.7145,                0.61851,                0.57989,                0.86236,                  1.592,                0.89769,              0.0004951,              0.0004951,              0.0004951
                     53,                0.50348,                0.58395,                 0.5748,                0.83002,                0.70729,                0.66887,                0.73852,                0.64032,                0.70729,                0.66887,                0.73872,                0.63205,                0.57485,                0.84974,                  1.517,                0.88975,              0.0004852,              0.0004852,              0.0004852
                     54,                0.48848,                0.56692,                0.56216,                0.81787,                0.71444,                0.73251,                0.74325,                 0.6411,                0.71444,                0.73251,                0.74331,                0.63506,                0.59756,                0.86556,                 1.4828,                0.89502,              0.0004753,              0.0004753,              0.0004753
                     55,                0.48896,                0.56876,                0.55698,                0.82056,                0.71571,                0.74517,                0.78246,                0.66493,                0.71571,                0.74517,                0.78256,                0.65041,                 0.6058,                 0.9294,                 1.3293,                0.91599,              0.0004654,              0.0004654,              0.0004654
                     56,                0.46032,                0.53285,                0.54129,                0.82268,                0.74702,                0.72598,                0.77876,                0.67294,                0.74702,                0.72598,                 0.7789,                0.65941,                 0.5698,                0.89161,                 1.3381,                0.89806,              0.0004555,              0.0004555,              0.0004555
                     57,                0.50186,                 0.5457,                0.53375,                0.82657,                0.77569,                0.70223,                0.78362,                0.67684,                0.77569,                0.70223,                0.78393,                0.67008,                0.60509,                0.86287,                 1.4131,                 0.9093,              0.0004456,              0.0004456,              0.0004456
                     58,                0.49339,                 0.5714,                0.54074,                0.82558,                0.73786,                0.71586,                0.80351,                0.69547,                0.73786,                0.71586,                0.80386,                0.68148,                0.58014,                0.86123,                 1.3674,                0.91623,              0.0004357,              0.0004357,              0.0004357
                     59,                0.48104,                0.55058,                0.52252,                0.82533,                0.73448,                0.69887,                0.78023,                0.67476,                0.73448,                0.69887,                 0.7805,                0.66945,                0.60472,                0.85815,                 1.4325,                0.91554,              0.0004258,              0.0004258,              0.0004258
                     60,                0.48248,                0.54082,                0.52088,                0.82108,                0.71836,                  0.752,                0.78666,                0.68067,                0.71836,                  0.752,                0.78682,                0.67339,                 0.5774,                0.85423,                 1.2797,                0.89705,              0.0004159,              0.0004159,              0.0004159
                     61,                 0.4792,                0.56141,                0.52444,                0.82711,                0.73001,                0.73891,                0.76967,                0.67201,                0.73001,                0.73891,                0.76996,                0.66255,                0.57772,                0.85426,                 1.4136,                0.89161,               0.000406,               0.000406,               0.000406
                     62,                0.42284,                0.50699,                0.50848,                 0.8248,                0.70787,                  0.772,                 0.7983,                0.69709,                0.70787,                  0.772,                0.79856,                0.68953,                0.57055,                0.83876,                 1.3444,                0.88971,              0.0003961,              0.0003961,              0.0003961
                     63,                0.42675,                0.49714,                0.50663,                0.81265,                0.72875,                0.75435,                0.80003,                0.69829,                0.72875,                0.75435,                0.80028,                0.69183,                0.54921,                0.84654,                 1.2829,                0.88895,              0.0003862,              0.0003862,              0.0003862
                     64,                0.44178,                0.51686,                0.50055,                0.81361,                0.72058,                0.71808,                0.76235,                0.65847,                0.72058,                0.71808,                0.76255,                0.65938,                0.58546,                0.85667,                 1.3762,                0.91555,              0.0003763,              0.0003763,              0.0003763
                     65,                0.44442,                0.52106,                0.49346,                0.81702,                0.71194,                0.71778,                0.75639,                 0.6605,                0.71194,                0.71778,                0.75656,                 0.6508,                0.56753,                0.85362,                 1.3932,                0.89582,              0.0003664,              0.0003664,              0.0003664
                     66,                0.44353,                0.51057,                0.50476,                 0.8193,                0.71403,                0.71157,                0.75921,                0.66639,                0.71403,                0.71157,                0.75934,                 0.6538,                0.56398,                0.87199,                 1.4652,                0.88664,              0.0003565,              0.0003565,              0.0003565
                     67,                0.42557,                0.51097,                0.48924,                0.82253,                0.72428,                0.73504,                0.76668,                0.66415,                0.72428,                0.73504,                0.76676,                0.65859,                0.57733,                0.86283,                 1.5018,                0.89097,              0.0003466,              0.0003466,              0.0003466
                     68,                0.42197,                0.51871,                0.48934,                0.82126,                0.71595,                0.75231,                0.77304,                0.66469,                0.71595,                0.75231,                0.77312,                0.66236,                0.58816,                0.86913,                 1.4458,                0.89656,              0.0003367,              0.0003367,              0.0003367
                     69,                0.43573,                0.54059,                0.48399,                0.82138,                0.73381,                0.72885,                0.75532,                0.65382,                0.73381,                0.72885,                0.75502,                0.64788,                0.59818,                0.86039,                 1.4597,                0.89669,              0.0003268,              0.0003268,              0.0003268
                     70,                0.41804,                0.51097,                0.48045,                 0.8203,                0.73836,                0.70975,                0.75702,                0.65626,                0.73836,                0.70975,                0.75702,                0.65196,                0.58233,                0.85845,                 1.5114,                0.89737,              0.0003169,              0.0003169,              0.0003169
                     71,                0.42163,                0.51915,                0.48573,                0.81592,                0.72988,                0.72552,                0.78712,                0.68375,                0.72988,                0.72552,                0.78826,                0.67543,                0.57171,                0.86007,                 1.4613,                0.89477,               0.000307,               0.000307,               0.000307
                     72,                0.42414,                0.51343,                 0.4872,                0.81991,                0.73994,                0.74511,                0.82558,                0.71995,                0.73994,                0.74511,                0.82777,                0.71527,                0.56089,                0.85292,                 1.3083,                0.89451,              0.0002971,              0.0002971,              0.0002971
                     73,                0.41859,                0.50862,                0.49281,                0.81489,                0.74389,                0.81647,                0.85148,                0.74166,                0.74389,                0.81647,                0.85347,                 0.7317,                0.56113,                0.84602,                 1.1763,                0.89814,              0.0002872,              0.0002872,              0.0002872
                     74,                0.40424,                0.52139,                0.46473,                0.80696,                 0.7389,                0.84327,                0.85577,                0.74012,                0.73884,                0.84413,                 0.8572,                0.73462,                0.55742,                0.84028,                 1.1531,                0.89645,              0.0002773,              0.0002773,              0.0002773
                     75,                0.42292,                0.55418,                0.48545,                0.82145,                0.73864,                0.84968,                0.84385,                0.73247,                0.73688,                0.84984,                0.84492,                0.72484,                0.55524,                 0.8415,                 1.1157,                0.88997,              0.0002674,              0.0002674,              0.0002674
                     76,                0.41398,                0.52109,                0.48082,                0.81888,                0.75509,                  0.816,                0.83024,                0.72579,                0.75509,                  0.816,                0.83064,                0.70919,                0.54764,                 0.8739,                 1.1639,                0.88663,              0.0002575,              0.0002575,              0.0002575
                     77,                0.40665,                0.50922,                0.46797,                 0.8186,                0.74948,                0.80194,                  0.819,                 0.7143,                0.74948,                0.80194,                0.81929,                0.70363,                0.54978,                0.84884,                   1.24,                0.88532,              0.0002476,              0.0002476,              0.0002476
                     78,                0.40114,                 0.5046,                0.47174,                 0.8118,                0.73939,                0.76609,                0.80235,                0.69992,                0.73939,                0.76609,                0.80252,                0.69239,                0.55264,                0.83823,                 1.3728,                0.88546,              0.0002377,              0.0002377,              0.0002377
                     79,                0.42301,                0.52621,                0.46495,                0.81473,                0.73702,                0.70963,                0.77727,                0.67595,                0.73702,                0.70963,                0.77766,                0.67021,                0.55551,                0.85402,                 1.4075,                0.88675,              0.0002278,              0.0002278,              0.0002278
                     80,                0.40295,                0.50364,                0.46677,                0.81127,                0.72728,                0.69846,                0.77096,                0.66548,                0.72728,                0.69846,                0.77126,                0.66627,                0.56498,                0.85651,                 1.3963,                0.88987,              0.0002179,              0.0002179,              0.0002179
                     81,                0.39382,                0.50335,                0.44927,                0.81605,                0.72941,                0.70219,                 0.7693,                0.66483,                0.72941,                0.70219,                0.77012,                0.66007,                0.55903,                0.86179,                 1.3779,                0.88912,               0.000208,               0.000208,               0.000208
                     82,                0.39241,                0.50658,                 0.4494,                 0.8083,                0.73915,                0.71031,                0.78965,                0.68681,                0.73915,                0.71031,                0.79013,                0.66953,                 0.5564,                0.90914,                 1.3327,                0.89065,              0.0001981,              0.0001981,              0.0001981
                     83,                0.39067,                0.48018,                0.44136,                0.81237,                0.73693,                0.72407,                0.80058,                 0.6931,                0.73693,                0.72407,                0.80094,                0.68316,                0.56232,                0.89355,                 1.2983,                0.88998,              0.0001882,              0.0001882,              0.0001882
                     84,                0.41463,                 0.5177,                0.44272,                0.81301,                0.73408,                0.78156,                0.82333,                 0.7052,                0.73408,                0.78156,                0.82397,                0.70572,                0.57215,                0.87349,                 1.2109,                0.89134,              0.0001783,              0.0001783,              0.0001783
                     85,                0.39813,                0.49192,                0.43472,                0.81033,                0.76178,                0.79556,                0.83821,                0.72693,                 0.7554,                0.80017,                0.83866,                0.71438,                0.55895,                0.87719,                 1.1289,                0.88943,              0.0001684,              0.0001684,              0.0001684
                     86,                0.41349,                 0.4986,                0.45698,                0.82048,                0.75202,                0.79789,                0.83309,                0.72421,                0.75202,                0.79789,                0.83357,                0.71354,                0.56253,                0.86808,                 1.1564,                0.88865,              0.0001585,              0.0001585,              0.0001585
                     87,                0.39948,                0.49211,                0.44346,                0.80995,                0.74674,                0.79947,                0.83773,                0.72712,                0.74674,                0.79947,                0.83819,                0.72199,                0.56072,                0.85709,                 1.1864,                0.88821,              0.0001486,              0.0001486,              0.0001486
                     88,                0.39249,                0.49847,                0.44217,                0.81711,                0.74285,                0.79117,                0.83652,                0.72901,                0.74195,                0.79255,                0.83721,                0.72189,                0.54828,                0.85152,                 1.2177,                0.88689,              0.0001387,              0.0001387,              0.0001387
                     89,                0.38665,                0.48827,                 0.4362,                0.81301,                0.73919,                0.78221,                0.82382,                0.71754,                0.73919,                0.78221,                 0.8246,                0.70975,                0.54854,                0.84836,                 1.2767,                0.88593,              0.0001288,              0.0001288,              0.0001288
                     90,                0.38001,                0.46705,                0.41798,                0.80612,                 0.7437,                0.77273,                0.81904,                0.71552,                 0.7437,                0.77273,                0.81985,                0.70873,                 0.5499,                0.85855,                  1.268,                0.88425,              0.0001189,              0.0001189,              0.0001189
                     91,                0.35893,                0.47341,                0.43256,                0.79133,                0.75023,                0.76015,                0.80959,                0.70668,                0.75023,                0.76015,                0.81013,                0.69652,                0.55293,                0.87644,                 1.2912,                0.88398,               0.000109,               0.000109,               0.000109
                     92,                0.35511,                 0.4679,                0.43872,                0.79024,                0.75676,                0.74742,                0.79329,                0.68906,                0.75676,                0.74742,                0.79422,                0.68226,                0.56124,                0.85845,                 1.3514,                0.88549,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.35983,                0.47736,                 0.4439,                0.79838,                0.74741,                0.71411,                0.76182,                0.66113,                0.74741,                0.71411,                0.76216,                0.65852,                0.56534,                0.84566,                 1.4622,                0.88891,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.33716,                0.45781,                0.41262,                0.78207,                0.75184,                0.68806,                0.74449,                0.64999,                0.75184,                0.68806,                0.74449,                0.64251,                0.56079,                0.85581,                 1.5589,                 0.8893,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.35634,                0.46244,                0.43981,                0.78797,                 0.7512,                0.68098,                0.74524,                 0.6495,                 0.7512,                0.68098,                0.74533,                0.64116,                0.56012,                0.86466,                 1.5621,                0.88943,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.34308,                 0.4674,                0.41531,                0.78958,                0.73885,                0.68528,                0.74679,                0.65001,                0.73885,                0.68528,                0.74679,                0.64083,                0.55644,                0.87631,                 1.5239,                0.88869,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                 0.3355,                0.44727,                0.40431,                0.79883,                0.75233,                0.67363,                0.74479,                0.64916,                0.75233,                0.67363,                0.74479,                0.64429,                0.55558,                0.87123,                  1.522,                0.88738,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.34285,                0.45051,                0.41696,                0.79352,                0.74779,                0.67982,                0.74784,                0.65257,                0.74779,                0.67982,                0.74784,                0.64676,                 0.5512,                0.87122,                 1.4795,                0.88565,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.33052,                 0.4512,                0.41224,                0.78489,                0.73247,                0.69165,                0.74747,                0.65317,                0.73247,                0.69165,                0.74747,                0.64699,                0.54865,                 0.8729,                 1.4615,                0.88287,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.34398,                0.45397,                0.41378,                0.78557,                0.73778,                0.69553,                0.75489,                0.65997,                0.73778,                0.69553,                0.75489,                0.65266,                0.54888,                0.87358,                 1.4427,                0.88488,               1.99e-05,               1.99e-05,               1.99e-05
