                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.55202,                0.58306,                0.73841,                0.83462,                0.63918,                0.75516,                0.77515,                0.63219,                0.63918,                0.75516,                0.77515,                0.62048,                0.71586,                 1.2566,                 1.3123,                0.98389,              0.0006436,              0.0006436,              0.0006436
                     38,                0.54455,                0.55559,                0.74256,                0.83841,                0.60321,                0.73302,                0.71597,                0.57457,                 0.5951,                0.72781,                0.70943,                0.56678,                0.73085,                 1.2403,                 1.4033,                0.98626,              0.0006337,              0.0006337,              0.0006337
                     39,                0.52551,                0.56773,                0.69077,                0.82673,                0.64944,                0.81113,                0.78228,                0.64087,                0.65339,                0.80505,                0.78041,                0.61447,                0.72105,                 1.2206,                 1.2644,                0.97935,              0.0006238,              0.0006238,              0.0006238
                     40,                 0.5206,                0.52772,                0.70393,                 0.8272,                0.60781,                 0.7726,                0.74889,                0.61537,                0.60781,                 0.7726,                0.74786,                 0.5933,                0.72096,                 1.2582,                 1.2969,                 0.9845,              0.0006139,              0.0006139,              0.0006139
                     41,                0.50206,                0.52356,                0.72439,                0.82495,                0.68924,                0.69284,                0.76916,                0.63301,                0.68924,                0.69284,                0.76822,                0.60868,                  0.714,                 1.2348,                 1.2666,                0.97844,               0.000604,               0.000604,               0.000604
                     42,                0.48987,                0.52623,                0.69539,                0.82234,                0.61871,                0.81499,                0.82597,                0.66804,                0.61871,                0.81499,                0.82597,                0.64928,                0.75412,                 1.2278,                 1.1995,                0.99227,              0.0005941,              0.0005941,              0.0005941
                     43,                0.52468,                0.55579,                0.71198,                0.82698,                0.76122,                0.69606,                0.76799,                0.60666,                0.76122,                0.69606,                0.76548,                0.60864,                0.78616,                 1.2167,                 1.2922,                 1.0041,              0.0005842,              0.0005842,              0.0005842
                     44,                0.51975,                0.54539,                 0.6838,                0.82929,                0.84324,                0.69426,                0.80621,                0.66341,                0.84324,                0.69426,                0.80449,                0.64698,                0.72015,                 1.2037,                 1.1237,                0.97815,              0.0005743,              0.0005743,              0.0005743
                     45,                0.50192,                0.52648,                0.70573,                0.81827,                0.64341,                0.73892,                0.76628,                0.63054,                0.64341,                0.73892,                0.76434,                0.61484,                0.72876,                  1.229,                 1.2024,                 0.9844,              0.0005644,              0.0005644,              0.0005644
                     46,                0.52319,                0.56824,                0.69789,                0.82906,                0.69353,                0.77878,                0.78605,                0.65223,                0.69353,                0.77878,                0.78605,                0.63231,                0.69908,                 1.2061,                 1.1669,                0.97211,              0.0005545,              0.0005545,              0.0005545
                     47,                0.50306,                0.53609,                 0.6842,                0.82075,                0.74223,                0.69563,                0.77023,                0.63186,                0.74223,                0.69563,                0.77023,                 0.6213,                0.71336,                 1.2024,                 1.3088,                0.97823,              0.0005446,              0.0005446,              0.0005446
                     48,                 0.5093,                0.54095,                0.67599,                0.81862,                0.76416,                 0.6508,                0.76119,                0.62455,                0.76416,                 0.6508,                0.76119,                0.60862,                0.72089,                 1.1707,                 1.3553,                0.97561,              0.0005347,              0.0005347,              0.0005347
                     49,                 0.5126,                0.56265,                0.66802,                0.83258,                0.72157,                0.71466,                0.76894,                0.62801,                0.72157,                0.71466,                0.76894,                0.61712,                0.71027,                 1.2209,                 1.2616,                 0.9725,              0.0005248,              0.0005248,              0.0005248
                     50,                0.54053,                0.57872,                0.69069,                0.83049,                0.62192,                0.79916,                0.75522,                0.60993,                0.62192,                0.79916,                0.75522,                0.59874,                0.71011,                 1.2036,                 1.2261,                0.98365,              0.0005149,              0.0005149,              0.0005149
                     51,                0.50422,                 0.5501,                0.60179,                 0.8274,                0.74116,                 0.7775,                0.82176,                0.66846,                0.74116,                 0.7775,                0.82176,                0.66512,                0.70691,                 1.1715,                 1.0409,                0.97167,               0.000505,               0.000505,               0.000505
                     52,                0.52149,                0.52623,                0.62041,                0.81514,                0.77793,                0.78602,                0.85567,                 0.6965,                0.77793,                0.78602,                0.85567,                0.68635,                0.72406,                  1.175,                 1.0295,                0.97432,              0.0004951,              0.0004951,              0.0004951
                     53,                0.48638,                0.51155,                0.63446,                0.81513,                0.76334,                0.77948,                0.84751,                0.68377,                0.76334,                0.77948,                0.84751,                0.68231,                 0.7406,                 1.1778,                 1.1142,                0.98354,              0.0004852,              0.0004852,              0.0004852
                     54,                0.50395,                0.53557,                0.61376,                0.82458,                0.69698,                0.78946,                0.79899,                0.64636,                0.69698,                0.78946,                0.79899,                0.63672,                0.73598,                 1.1995,                 1.1979,                0.98696,              0.0004753,              0.0004753,              0.0004753
                     55,                0.50036,                0.53124,                0.61821,                0.82048,                0.72781,                0.78445,                 0.7995,                0.65551,                0.72781,                0.78445,                0.79935,                0.63974,                0.70223,                 1.2088,                 1.1684,                0.98315,              0.0004654,              0.0004654,              0.0004654
                     56,                0.49455,                 0.5269,                0.58767,                0.81711,                 0.7174,                0.79034,                  0.782,                0.64191,                 0.7174,                0.79034,                  0.782,                0.62889,                0.71665,                 1.2065,                 1.1936,                0.98207,              0.0004555,              0.0004555,              0.0004555
                     57,                0.48104,                0.52744,                0.58424,                0.82243,                0.65096,                0.80333,                0.75735,                0.62258,                0.65096,                0.80333,                0.75745,                0.60487,                0.69306,                 1.2064,                  1.199,                 0.9698,              0.0004456,              0.0004456,              0.0004456
                     58,                0.49981,                0.51912,                0.59954,                 0.8163,                0.60782,                0.77887,                0.72871,                0.58909,                0.60782,                0.77887,                0.72871,                0.57065,                0.70841,                  1.194,                 1.2971,                0.98113,              0.0004357,              0.0004357,              0.0004357
                     59,                0.48195,                 0.5107,                0.58049,                0.82159,                0.67387,                0.79638,                 0.7555,                0.61761,                0.67387,                0.79638,                 0.7555,                0.60257,                0.68452,                  1.176,                 1.2608,                 0.9664,              0.0004258,              0.0004258,              0.0004258
                     60,                0.49974,                0.53686,                0.57962,                0.83048,                0.73065,                0.77134,                0.79317,                 0.6547,                0.73065,                0.77134,                0.79339,                0.63399,                0.67284,                 1.1559,                 1.1775,                0.95977,              0.0004159,              0.0004159,              0.0004159
                     61,                0.47958,                0.52019,                0.58348,                0.81679,                0.74667,                0.78627,                0.81363,                0.66444,                0.74667,                0.78627,                0.81363,                0.65239,                0.69767,                 1.1792,                 1.0848,                0.97119,               0.000406,               0.000406,               0.000406
                     62,                0.49192,                0.51777,                0.56023,                0.82044,                0.72009,                 0.8326,                0.83992,                0.68788,                0.72009,                 0.8326,                0.83992,                0.67004,                0.69227,                 1.2048,                 1.0755,                0.96673,              0.0003961,              0.0003961,              0.0003961
                     63,                0.48593,                0.51576,                0.53972,                0.81934,                0.68144,                0.83766,                0.84387,                0.69921,                0.68144,                0.83766,                0.84387,                0.67745,                0.67084,                 1.2307,                 1.0997,                 0.9595,              0.0003862,              0.0003862,              0.0003862
                     64,                0.48895,                0.53483,                0.56629,                0.81908,                0.69316,                0.80452,                0.82993,                0.67889,                0.69316,                0.80452,                0.82993,                0.67164,                0.69457,                 1.1724,                 1.1546,                0.96409,              0.0003763,              0.0003763,              0.0003763
                     65,                0.45073,                0.49449,                0.53505,                 0.8089,                0.72022,                0.76364,                0.81417,                0.67114,                0.72022,                0.76364,                0.81417,                0.66321,                0.68277,                  1.174,                 1.1426,                0.96096,              0.0003664,              0.0003664,              0.0003664
                     66,                0.48106,                0.52186,                 0.5318,                0.81711,                0.65973,                0.78472,                0.78455,                0.64145,                0.65973,                0.78472,                0.78455,                0.63115,                0.68979,                 1.1827,                  1.158,                  0.964,              0.0003565,              0.0003565,              0.0003565
                     67,                0.47424,                0.51784,                0.53706,                0.82054,                0.71998,                 0.7758,                0.80274,                0.65664,                0.71998,                 0.7758,                0.80274,                0.65001,                0.69014,                 1.1732,                 1.0519,                0.96476,              0.0003466,              0.0003466,              0.0003466
                     68,                0.47526,                0.51312,                0.52986,                0.82049,                0.70835,                0.81484,                0.79834,                0.65823,                0.70835,                0.81484,                0.79834,                0.64568,                0.67783,                 1.1554,                 1.0617,                 0.9605,              0.0003367,              0.0003367,              0.0003367
                     69,                0.45556,                   0.51,                0.52583,                0.81686,                0.68837,                0.79652,                 0.7777,                0.63829,                0.68837,                0.79652,                 0.7777,                0.62989,                0.68905,                 1.1485,                 1.1043,                 0.9608,              0.0003268,              0.0003268,              0.0003268
                     70,                0.46194,                0.49716,                0.52797,                0.82015,                0.71256,                0.76111,                 0.7727,                0.62513,                0.71256,                0.76111,                 0.7727,                0.62215,                0.70417,                 1.1625,                 1.2069,                0.96767,              0.0003169,              0.0003169,              0.0003169
                     71,                0.47285,                0.52467,                0.55483,                0.82208,                0.69545,                0.79878,                0.77619,                 0.6338,                0.69545,                0.79878,                0.77619,                0.62421,                0.73419,                 1.2472,                 1.2353,                0.98623,               0.000307,               0.000307,               0.000307
                     72,                0.44956,                0.49741,                 0.5167,                0.81481,                0.70643,                0.77958,                0.77968,                0.63228,                0.70643,                0.77958,                0.77968,                0.62605,                0.73779,                 1.2562,                 1.2053,                0.99155,              0.0002971,              0.0002971,              0.0002971
                     73,                0.45802,                0.49999,                0.49881,                 0.8204,                0.71625,                0.74232,                0.75655,                 0.6161,                0.71625,                0.74232,                0.75655,                 0.6087,                0.72694,                 1.2339,                 1.2093,                 0.9838,              0.0002872,              0.0002872,              0.0002872
                     74,                0.44864,                0.50654,                 0.5087,                0.81398,                0.60675,                  0.788,                0.74275,                0.60919,                0.60675,                  0.788,                0.74275,                0.59541,                0.71446,                 1.2322,                 1.2084,                0.97975,              0.0002773,              0.0002773,              0.0002773
                     75,                0.43886,                0.49318,                0.51039,                 0.8116,                0.63248,                0.76608,                 0.7273,                0.59438,                0.63248,                0.76608,                 0.7273,                0.58464,                0.73022,                 1.2535,                 1.2568,                0.99197,              0.0002674,              0.0002674,              0.0002674
                     76,                0.47144,                0.53533,                0.51777,                0.81916,                0.71239,                0.72858,                0.72865,                0.58684,                0.71239,                0.72858,                0.72865,                0.58419,                0.74385,                 1.2922,                 1.2932,                  1.009,              0.0002575,              0.0002575,              0.0002575
                     77,                0.45143,                0.49743,                0.48874,                0.82046,                0.66167,                0.74964,                0.72247,                0.58712,                0.66167,                0.74964,                0.72219,                0.57598,                0.73847,                 1.2861,                  1.323,                 1.0068,              0.0002476,              0.0002476,              0.0002476
                     78,                0.43441,                0.48766,                0.51246,                0.81229,                0.64279,                0.74982,                0.72454,                0.59765,                0.64279,                0.74982,                0.72454,                0.58396,                 0.7139,                 1.2811,                 1.3432,                 0.9939,              0.0002377,              0.0002377,              0.0002377
                     79,                0.43761,                0.50972,                0.51224,                0.81869,                0.62948,                0.75389,                0.73355,                0.60771,                0.62948,                0.75389,                0.73355,                0.59396,                0.69872,                 1.2564,                 1.3582,                 0.9833,              0.0002278,              0.0002278,              0.0002278
                     80,                0.43505,                0.50058,                0.49914,                0.81024,                0.64732,                 0.7454,                0.74969,                0.62233,                0.64732,                 0.7454,                0.74923,                0.60623,                0.68989,                 1.2356,                   1.29,                0.97356,              0.0002179,              0.0002179,              0.0002179
                     81,                0.44209,                0.50802,                0.47619,                0.81446,                0.65158,                0.76284,                0.76761,                0.63761,                0.65158,                0.76284,                0.76773,                0.62109,                0.69193,                 1.2598,                 1.2162,                0.97269,               0.000208,               0.000208,               0.000208
                     82,                0.44089,                 0.4955,                0.48187,                0.81656,                0.61847,                0.72219,                0.72082,                0.59094,                0.61847,                0.72219,                0.72082,                0.57639,                0.71164,                 1.2783,                 1.3041,                0.98085,              0.0001981,              0.0001981,              0.0001981
                     83,                0.44465,                0.50376,                0.49361,                0.81821,                0.65856,                0.70427,                0.72129,                0.58651,                0.65856,                0.70427,                0.72129,                0.57394,                0.71979,                 1.2735,                 1.2953,                0.98522,              0.0001882,              0.0001882,              0.0001882
                     84,                0.43193,                0.47367,                0.49325,                0.81344,                0.60354,                0.74839,                0.70984,                0.57728,                0.60354,                0.74839,                0.70984,                 0.5602,                0.71358,                 1.3256,                 1.3275,                0.98363,              0.0001783,              0.0001783,              0.0001783
                     85,                0.42907,                0.48063,                0.47573,                0.81822,                0.70073,                0.83629,                0.79041,                 0.6475,                0.70073,                0.83629,                0.79041,                0.62936,                0.70622,                 1.2596,                 1.1601,                0.97807,              0.0001684,              0.0001684,              0.0001684
                     86,                0.43155,                0.49278,                0.48154,                0.81023,                0.71283,                0.85053,                0.81421,                0.67191,                0.71283,                0.85053,                0.81421,                0.65308,                0.69717,                 1.2491,                 1.0574,                0.97488,              0.0001585,              0.0001585,              0.0001585
                     87,                0.42765,                0.48195,                0.47397,                0.80853,                0.70217,                0.79383,                0.79564,                0.65345,                0.70217,                0.79383,                0.79564,                 0.6349,                0.71769,                 1.2889,                 1.1147,                 0.9896,              0.0001486,              0.0001486,              0.0001486
                     88,                 0.4543,                0.50626,                0.51241,                0.82238,                0.69346,                0.74183,                0.75312,                0.61124,                0.69346,                0.74183,                0.75312,                 0.5951,                0.72524,                 1.2798,                 1.2623,                0.99699,              0.0001387,              0.0001387,              0.0001387
                     89,                 0.4207,                0.48899,                0.47668,                0.81076,                0.66962,                0.77716,                0.74932,                0.61443,                0.66962,                0.77716,                0.74932,                0.59378,                0.71974,                 1.2389,                 1.2505,                0.99323,              0.0001288,              0.0001288,              0.0001288
                     90,                0.41321,                0.46816,                0.45215,                0.80315,                0.73011,                0.73557,                0.76185,                0.62481,                0.73011,                0.73557,                0.76185,                0.60598,                0.73023,                 1.2559,                 1.1657,                0.99981,              0.0001189,              0.0001189,              0.0001189
                     91,                 0.3946,                0.46737,                0.47246,                0.79981,                0.71466,                0.71572,                0.75707,                0.61534,                0.71466,                0.71572,                0.75707,                0.60251,                 0.7418,                   1.27,                 1.1284,                 1.0052,               0.000109,               0.000109,               0.000109
                     92,                0.39886,                0.46551,                 0.4698,                0.79962,                0.73368,                0.70531,                0.76194,                0.62377,                0.73368,                0.70531,                0.76194,                0.60442,                0.71643,                 1.2873,                 1.0907,                0.98958,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.38173,                0.46643,                 0.4793,                0.78782,                0.65547,                0.80571,                0.77687,                0.63247,                0.65547,                0.80571,                0.77687,                0.61634,                0.71603,                 1.2891,                 1.0943,                0.98881,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.37786,                0.46086,                0.45857,                0.79076,                0.66953,                0.82438,                0.78068,                0.63684,                0.66953,                0.82438,                0.78068,                0.61493,                0.72872,                 1.3267,                 1.1056,                0.99499,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.39105,                0.45786,                0.46877,                  0.801,                0.68227,                0.79815,                 0.7759,                0.62875,                0.68227,                0.79815,                 0.7759,                0.60999,                0.73933,                 1.3461,                 1.1277,                 1.0004,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.38305,                0.45126,                0.44693,                0.79537,                0.67946,                0.80832,                0.77905,                0.63567,                0.67946,                0.80832,                0.77905,                0.61299,                0.73055,                 1.3438,                 1.1166,                0.99529,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.37397,                0.43867,                0.44339,                0.79679,                 0.6897,                0.82564,                0.79147,                0.64815,                 0.6897,                0.82564,                0.79147,                0.62312,                0.72344,                 1.3251,                 1.0798,                0.99182,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.37091,                0.43188,                0.43921,                0.78753,                0.68912,                0.83385,                0.79757,                0.65409,                0.68912,                0.83385,                0.79757,                0.63026,                0.73051,                  1.335,                 1.0703,                0.99879,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.36784,                0.45359,                0.43638,                0.79882,                0.67793,                0.82247,                0.78774,                0.64112,                0.67793,                0.82247,                0.78774,                0.62149,                0.74704,                 1.3625,                 1.1274,                 1.0091,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.37056,                0.44024,                0.43877,                 0.7905,                 0.6742,                0.80397,                0.78586,                0.63986,                 0.6742,                0.80397,                0.78586,                0.61985,                0.74423,                 1.3484,                 1.1327,                 1.0069,               1.99e-05,               1.99e-05,               1.99e-05
